,Cycle,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,E1,E2,E3,E4,E5,E6,F1,F2,F3,F4,F5,F6,G1,G2,G3,G4,G5,G6,H1,H2,H3,H4,H5,H6
,21,0.467063351678273,0.391629781236527,0.388681092654241,5.28880289725535,6.05262987243704,6.26697060340723,0.322130696729407,0.295382141408743,0.287347662134717,3.46277990626488,3.58400431945168,2.86208722444749,0.358393980585911,0.233965130570625,0.237257494780174,1.86601877959283,1.75609446518684,1.87429894599739,0.301773981469891,0.220778391232673,0.230702363946393,0.88319764530142,0.872387036881132,1.05171989368152,0.224105805803634,0.218913458101669,0.212633842044613,0.508080427196722,0.552584193930346,0.475710393763024,0.182359587809109,0.166789788660532,0.156414385985839,0.292013240631835,0.287663039202106,0.267989508036359,0.15516895671828,0.127004936955914,0.147649593194978,0.177045064403748,0.187395445571705,0.184393178869767,0.151786168269656,0.119702378536879,0.12913427678133,0.138480207872438,0.147175127212181,0.160560985005077
,22,0.466726381696374,0.392667197302433,0.389696595712153,5.29243176939458,6.05277996637735,6.26785281226931,0.322832723362151,0.294669128183315,0.287872747924969,3.46099487463723,3.58061919320234,2.86064792349608,0.359004575257569,0.235656625257434,0.238122845200403,1.86575395438491,1.7571298707732,1.87596090979922,0.305552327001998,0.221947444477244,0.231397289539367,0.884259862394611,0.873590205171382,1.05022010797443,0.224434536665508,0.218914541903126,0.212801488530825,0.50839091700001,0.551192602202908,0.475960253297767,0.18316948774833,0.168439386043167,0.157041312682251,0.293973922492412,0.288270836004966,0.267918898632146,0.156665550222747,0.127250234655428,0.147650557497121,0.177313824262428,0.187501757198486,0.184280963697643,0.152750711206721,0.11970358637669,0.129811798847717,0.138861150739299,0.148055193363514,0.159869946137203
,23,0.468189812403929,0.392281206308435,0.389458934339499,5.29235104631354,6.04985828069013,6.2668363087763,0.321680417542337,0.295809446664572,0.287939587712298,3.46224660611498,3.58121516126165,2.86204563405122,0.359511838742192,0.234518269158206,0.239132192650297,1.86633525969516,1.7604494742275,1.87600022357176,0.3066224225601,0.220727395132142,0.231568682052287,0.883874705593479,0.872056405064249,1.05196705727569,0.224783565643678,0.219215833146306,0.21313576048241,0.510139906150235,0.552448716320049,0.475902734961498,0.18308292284608,0.168275895799092,0.156647299162777,0.293373855527261,0.289623824916131,0.269055375810906,0.156703610704051,0.126762652628385,0.147298043352264,0.17653252119991,0.18822646575453,0.18550866456293,0.15357941392617,0.119552181866745,0.130809235074566,0.139464448952607,0.149665873741321,0.161152884893486
,24,0.465761000203108,0.392279514253852,0.388649029231361,5.29334959692064,6.05010576018051,6.26620596281005,0.321379772265642,0.295987244568322,0.286949992828302,3.46349999815242,3.58138848117524,2.8619324017025,0.35810560265391,0.235030209200406,0.23880639373853,1.86633072516906,1.75685423853615,1.87685801347338,0.303434495757266,0.218681166468598,0.231306078621788,0.882858016925924,0.872823519975015,1.05150970283657,0.223550238047872,0.217590151300332,0.213224142257815,0.508080587968461,0.551221471042761,0.475073023938778,0.182846052563168,0.165143078759298,0.156778013663547,0.293246060443922,0.288340500554244,0.267964356642862,0.156981044547181,0.125967262406977,0.147504106403276,0.177097941258706,0.186094138906118,0.184189510082222,0.15203711781571,0.119736332322122,0.129135041734837,0.13839843461874,0.147762633073703,0.159677190434458
,25,0.467065837192419,0.391795499444045,0.389457206672039,5.29514044380543,6.05402384359984,6.26566298313585,0.322431416543963,0.294627818132222,0.286978489010435,3.46421870727934,3.58215587696244,2.86164889752544,0.357547321071047,0.234478983439852,0.238517803526152,1.86720921510117,1.75801613065904,1.87792041520423,0.304801674388215,0.22072647666728,0.230624341555876,0.8838875655632,0.872303654740905,1.05090781611918,0.223406567385175,0.217639559661486,0.212301840473371,0.508390898114961,0.552770807632968,0.475437552292474,0.183125677054761,0.165801904002592,0.155854626009461,0.293183624100522,0.287521588628191,0.267062979092337,0.155587807793352,0.126395061073461,0.145765015632765,0.177153980767935,0.185698919181129,0.183690374793395,0.151369741963011,0.120577660207908,0.129907315218706,0.138808380993716,0.147925856489083,0.158781837383475
,26,0.466943069157156,0.393572755224571,0.389907153545131,5.29732103949504,6.05682691855155,6.26715861371555,0.323483451288351,0.296412400316561,0.287719718178206,3.46769250597487,3.58665971721539,2.86348189729799,0.358580696184181,0.235656458026526,0.239525683704448,1.86930764594101,1.75953376366847,1.87856893567997,0.304506474953134,0.220115996492618,0.232281807794429,0.883875379952588,0.872440829202659,1.05324496900843,0.223838063816463,0.219564542245934,0.213633994908667,0.509858589809497,0.552343978674185,0.475846258232357,0.183479939505373,0.16707433462504,0.156611889753467,0.292740215108409,0.288376564257842,0.268756413520072,0.155895612560455,0.126974894277924,0.146649984190271,0.177370132500186,0.18811994783402,0.184917014288657,0.153352802039837,0.11963856735207,0.130069133223299,0.138755757763855,0.149053349403753,0.160755818821609
,27,0.467067332931648,0.392374549015731,0.388859772781664,5.29758098459664,6.05749170836378,6.26757536392025,0.322381184678187,0.295644110554733,0.287844139873868,3.46731371844838,3.58701025542506,2.86463682278542,0.358291723089108,0.235433947065774,0.238050017070193,1.86893873319399,1.75993770587712,1.87925892481291,0.303206586343264,0.220407473442298,0.232033122028747,0.882779233693164,0.872714440532201,1.05223348602877,0.224249113493958,0.218865060974524,0.211802811919493,0.508235795269248,0.551700941006274,0.47590305820915,0.182111453725949,0.166699089654096,0.156315253975163,0.292993648061081,0.28727393890309,0.268360794593826,0.156666012975207,0.126822369996107,0.147857723444917,0.176346374833389,0.187252020681838,0.184302811240721,0.151579417895616,0.119518905026322,0.129874472794242,0.138289332462145,0.147787941755299,0.159704013310073
,28,0.466840802162456,0.392219494333876,0.389873899003786,5.29900277690251,6.05864489072454,6.26818825217882,0.322357544289737,0.296756075984324,0.28849099334287,3.46809526364164,3.58655694151846,2.86412080858107,0.35884981535578,0.235253380834188,0.238123399495716,1.8695483786409,1.75998727589098,1.87980141931017,0.305028830148526,0.220726875293019,0.230716347561592,0.883287754015721,0.874519702646636,1.05229320814251,0.224845645816538,0.218964822582269,0.212891192082743,0.509250776629525,0.552449072397188,0.476869178336703,0.182640618140609,0.166791548059736,0.155987127486864,0.293310895707667,0.287273963718903,0.268820305896098,0.155625173393641,0.12712844383973,0.147001655054772,0.177314197599242,0.187804423555067,0.184599498581444,0.152342115409566,0.120490442216332,0.129812025389012,0.138534020711424,0.148124987565152,0.159475826126251
,29,0.467571740474763,0.393186134172363,0.38999397519559,5.29639092325544,6.05402531544235,6.26592857524477,0.323008488734744,0.295507113228812,0.288862065351853,3.4678140923499,3.58669673541698,2.86367371292227,0.358498714557699,0.235695256082263,0.238916929292451,1.87097003343163,1.76145541074082,1.88064278139836,0.304868132506101,0.221842804363683,0.231692842443228,0.884214077140901,0.873561589807239,1.0522315936835,0.224845532331144,0.218965099319444,0.213679512544537,0.509363966868819,0.552688711870055,0.477119372892474,0.183817141951664,0.168393971522221,0.156944051161625,0.293217415537241,0.28788074693679,0.268982827532653,0.155904052540992,0.126640065692917,0.147326488608808,0.176830510544451,0.187515194169836,0.183850246259157,0.152936315515639,0.119704350116264,0.129745879774322,0.138699871739949,0.148994535567348,0.16020419626115
,30,0.466800988872225,0.392539397394208,0.390381546197221,5.29830557801319,6.05528028549433,6.26992964813246,0.322657892327801,0.295507226490364,0.288368112876014,3.46812547717032,3.58537090492134,2.86356744418118,0.359749326338774,0.235068681591586,0.239061100789678,1.87032852134992,1.76079638846818,1.8799503475374,0.305028360539741,0.221099122849239,0.230546395053363,0.883626677446753,0.875285838867851,1.05410482787158,0.224845475679415,0.219315242402537,0.212846982832809,0.509447996821156,0.552688646619407,0.477426619008665,0.183170076930329,0.16745140270246,0.156977917780127,0.294007671263167,0.289875731430295,0.269145051757723,0.156219454958736,0.127250976543028,0.146884176922905,0.177638817856436,0.187910120754974,0.184235863338591,0.153145369230778,0.120490904325503,0.12994101045981,0.139162993075627,0.148056184202857,0.16013447572907
,31,0.467374709546701,0.392572368164899,0.391610639028658,5.29993298136005,6.05701232670746,6.26846567967332,0.322256176876781,0.296220357810089,0.289137266025605,3.46909811149789,3.58697425440281,2.86282920614601,0.359190589028979,0.23510577994455,0.239023309228882,1.87079799500394,1.76300059558295,1.88027761742706,0.302456201667172,0.220168664415779,0.231044014826,0.884226549227611,0.875478072958559,1.05350535097744,0.224516641932947,0.21756445136547,0.213800684585908,0.509095533084975,0.553811435233498,0.477312907378733,0.183567443394544,0.167120742647507,0.157304905714738,0.294666914748276,0.288555827722044,0.268153094443285,0.157464453060332,0.128074387195673,0.146796844951103,0.177720262756196,0.187106934992536,0.185076229167196,0.151145296652322,0.119736003488426,0.130646699677974,0.13918866709872,0.148313381459128,0.15996647441117
,32,0.464834540011087,0.392442697847612,0.39068206011526,5.29597339254117,6.05780411229618,6.26897168465921,0.322256103029363,0.296220260594242,0.288148765180883,3.47025347146365,3.58847676558097,2.86296599829985,0.357599045134207,0.233780985630712,0.237402773613511,1.86964691912447,1.76127740026826,1.88170642341409,0.302456332542481,0.219424780890004,0.230873573142949,0.884259923002883,0.874711705332776,1.05330453316065,0.223550400855583,0.218739410472464,0.211846918349192,0.508743181059984,0.551648495224945,0.477176748566677,0.182802062692279,0.166296498183082,0.155591015623822,0.293309978530856,0.288197515824952,0.268270024676829,0.156108297684716,0.126028634431759,0.147032355753988,0.176721697944024,0.187356912038551,0.18375777347375,0.152012224531206,0.1191899429061,0.129230422981019,0.138044272323046,0.148114800883571,0.159176735114386
